url,name,region,coatOfArms,words,titles,seats,currentLord,heir,overlord,founded,founder,diedOut,ancestralWeapons,cadetBranches,swornMembers
https://www.anapioficeandfire.com/api/houses/66,House Cerwyn of Cerwyn,The North,"Argent, a battle-axe paleways sable",Honed and Ready,['Lord of Cerwyn'],['Castle Cerwyn'],https://www.anapioficeandfire.com/api/characters/588,,https://www.anapioficeandfire.com/api/houses/34,,,,[],[],"['https://www.anapioficeandfire.com/api/characters/247', 'https://www.anapioficeandfire.com/api/characters/588', 'https://www.anapioficeandfire.com/api/characters/734']"
https://www.anapioficeandfire.com/api/houses/75,House Codd,Iron Islands,,Though All Men Do Despise Us,[],[],,,https://www.anapioficeandfire.com/api/houses/169,,,,[],[],"['https://www.anapioficeandfire.com/api/characters/358', 'https://www.anapioficeandfire.com/api/characters/653']"
https://www.anapioficeandfire.com/api/houses/86,House Crakehall of Crakehall,The Westerlands,"A brindled boar on a brown field(Tenné, a boar brindled sable and argent)",None so Fierce,['Lord of Crakehall'],['Crakehall'],https://www.anapioficeandfire.com/api/characters/922,https://www.anapioficeandfire.com/api/characters/1046,https://www.anapioficeandfire.com/api/houses/229,,https://www.anapioficeandfire.com/api/characters/257,,[],[],"['https://www.anapioficeandfire.com/api/characters/112', 'https://www.anapioficeandfire.com/api/characters/225', 'https://www.anapioficeandfire.com/api/characters/242', 'https://www.anapioficeandfire.com/api/characters/257', 'https://www.anapioficeandfire.com/api/characters/670', 'https://www.anapioficeandfire.com/api/characters/741', 'https://www.anapioficeandfire.com/api/characters/748', 'https://www.anapioficeandfire.com/api/characters/921', 'https://www.anapioficeandfire.com/api/characters/922', 'https://www.anapioficeandfire.com/api/characters/973', 'https://www.anapioficeandfire.com/api/characters/996', 'https://www.anapioficeandfire.com/api/characters/1046']"
https://www.anapioficeandfire.com/api/houses/109,House Durrandon,The Stormlands,"A black crowned stag, on a gold field(Or, a stag salient, crowned, sable)",Ours is the Fury,['Storm King'],"[""Storm's End""]",,,,Age of Heroes,https://www.anapioficeandfire.com/api/characters/333,1 AC,[],"['https://www.anapioficeandfire.com/api/houses/17', 'https://www.anapioficeandfire.com/api/houses/33', 'https://www.anapioficeandfire.com/api/houses/423']","['https://www.anapioficeandfire.com/api/characters/128', 'https://www.anapioficeandfire.com/api/characters/1361']"
https://www.anapioficeandfire.com/api/houses/113,House Egen,The Vale,"A yellow sun, white crescent moon, and silver star on a blue chief, above a white field(Argent, on a chief azure a moon increscent of the first between a sun-in-splendour or and a mullet of the first)",By Day or Night,[],[],,,https://www.anapioficeandfire.com/api/houses/7,,,,[],[],['https://www.anapioficeandfire.com/api/characters/1068']
https://www.anapioficeandfire.com/api/houses/132,House Flint of Widow's Watch,The North,"Azure, semy of whitecaps argent on a chief wavy Or two eyes of the second irised of the first and pupiled sable",Ever Vigilant,[],"[""Widow's Watch""]",https://www.anapioficeandfire.com/api/characters/669,,https://www.anapioficeandfire.com/api/houses/34,,,,[],"['https://www.anapioficeandfire.com/api/houses/129', 'https://www.anapioficeandfire.com/api/houses/131']","['https://www.anapioficeandfire.com/api/characters/669', 'https://www.anapioficeandfire.com/api/characters/1882']"
https://www.anapioficeandfire.com/api/houses/134,House Follard,The Crownlands,"Gyronny gules and argent, on a canton Or a fool's cap two peaked of the first and second",None so Wise,[],[],,,https://www.anapioficeandfire.com/api/houses/16,,,,[],[],[]
https://www.anapioficeandfire.com/api/houses/137,House Footly of Tumbleton,The Reach,a field of silver caltrops on black,Tread Lightly Here,[],['Tumbleton'],,,https://www.anapioficeandfire.com/api/houses/398,,,,[],[],[]
https://www.anapioficeandfire.com/api/houses/138,House Forrester,The North,"an ironwood tree outline with a sword outline drawn inside it, pointing down. (Telltale)",Iron from Ice (Telltale),[],['Ironrath (Telltale)'],,,https://www.anapioficeandfire.com/api/houses/150,,,,[],[],[]
https://www.anapioficeandfire.com/api/houses/139,House Fossoway of Cider Hall,The Reach,"Or, an apple gules",Taste of Glory,['Lord of Cider Hall'],['Cider Hall'],,,https://www.anapioficeandfire.com/api/houses/398,,https://www.anapioficeandfire.com/api/characters/395,,[],['https://www.anapioficeandfire.com/api/houses/140'],"['https://www.anapioficeandfire.com/api/characters/218', 'https://www.anapioficeandfire.com/api/characters/350', 'https://www.anapioficeandfire.com/api/characters/395', 'https://www.anapioficeandfire.com/api/characters/988', 'https://www.anapioficeandfire.com/api/characters/1011']"
https://www.anapioficeandfire.com/api/houses/141,House Fowler of Skyreach,Dorne,"Argent, a hooded hawk trussed azure",Let Me Soar,"['Lord of Skyreach', ""Warden of the Prince's Pass"", 'Lord of the Wide Way', 'King of Stone and Sky']",['Skyreach'],https://www.anapioficeandfire.com/api/characters/396,,https://www.anapioficeandfire.com/api/houses/285,,,,[],[],['https://www.anapioficeandfire.com/api/characters/396']
https://www.anapioficeandfire.com/api/houses/159,House Graceford of Holyhall,The Reach,"Tenny, on a pale wavy argent the Mother's face proper",Work Her Will,[],['Holyhall'],https://www.anapioficeandfire.com/api/characters/81,,https://www.anapioficeandfire.com/api/houses/398,,,,[],[],['https://www.anapioficeandfire.com/api/characters/81']
https://www.anapioficeandfire.com/api/houses/161,House Grandison of Grandview,The Stormlands,"A black sleeping lion, on a yellow field(Or, a lion dormant sable)",Rouse Me Not,['Lord of Grandview'],['Grandview'],https://www.anapioficeandfire.com/api/characters/510,,https://www.anapioficeandfire.com/api/houses/17,,,,[],[],"['https://www.anapioficeandfire.com/api/characters/465', 'https://www.anapioficeandfire.com/api/characters/510', 'https://www.anapioficeandfire.com/api/characters/517']"
https://www.anapioficeandfire.com/api/houses/169,House Greyjoy of Pyke,Iron Islands,"Sable, a kraken Or",We Do Not Sow,"['King of Salt and Rock', 'Son of the Sea Wind', 'Lord Reaper of Pyke']",['Pyke'],https://www.anapioficeandfire.com/api/characters/385,https://www.anapioficeandfire.com/api/characters/1022,https://www.anapioficeandfire.com/api/houses/16,Age of Heroes,,,[],[],"['https://www.anapioficeandfire.com/api/characters/60', 'https://www.anapioficeandfire.com/api/characters/66', 'https://www.anapioficeandfire.com/api/characters/150', 'https://www.anapioficeandfire.com/api/characters/278', 'https://www.anapioficeandfire.com/api/characters/316', 'https://www.anapioficeandfire.com/api/characters/469', 'https://www.anapioficeandfire.com/api/characters/718', 'https://www.anapioficeandfire.com/api/characters/836', 'https://www.anapioficeandfire.com/api/characters/839', 'https://www.anapioficeandfire.com/api/characters/904', 'https://www.anapioficeandfire.com/api/characters/913', 'https://www.anapioficeandfire.com/api/characters/1022', 'https://www.anapioficeandfire.com/api/characters/1062', 'https://www.anapioficeandfire.com/api/characters/1072', 'https://www.anapioficeandfire.com/api/characters/1074', 'https://www.anapioficeandfire.com/api/characters/1141', 'https://www.anapioficeandfire.com/api/characters/1226', 'https://www.anapioficeandfire.com/api/characters/1250', 'https://www.anapioficeandfire.com/api/characters/1292', 'https://www.anapioficeandfire.com/api/characters/1306', 'https://www.anapioficeandfire.com/api/characters/1345', 'https://www.anapioficeandfire.com/api/characters/1372', 'https://www.anapioficeandfire.com/api/characters/1416', 'https://www.anapioficeandfire.com/api/characters/1461', 'https://www.anapioficeandfire.com/api/characters/1495', 'https://www.anapioficeandfire.com/api/characters/1595', 'https://www.anapioficeandfire.com/api/characters/1765', 'https://www.anapioficeandfire.com/api/characters/1829', 'https://www.anapioficeandfire.com/api/characters/1853', 'https://www.anapioficeandfire.com/api/characters/1893', 'https://www.anapioficeandfire.com/api/characters/1919', 'https://www.anapioficeandfire.com/api/characters/1947', 'https://www.anapioficeandfire.com/api/characters/1960', 'https://www.anapioficeandfire.com/api/characters/1971', 'https://www.anapioficeandfire.com/api/characters/1974', 'https://www.anapioficeandfire.com/api/characters/2042', 'https://www.anapioficeandfire.com/api/characters/2046', 'https://www.anapioficeandfire.com/api/characters/2049', 'https://www.anapioficeandfire.com/api/characters/2061', 'https://www.anapioficeandfire.com/api/characters/2093', 'https://www.anapioficeandfire.com/api/characters/2096', 'https://www.anapioficeandfire.com/api/characters/2117']"
https://www.anapioficeandfire.com/api/houses/185,House Hastwyck,The Reach,Barry olive and ivory,None so Dutiful,[],[],,,https://www.anapioficeandfire.com/api/houses/398,,,,[],[],['https://www.anapioficeandfire.com/api/characters/759']
https://www.anapioficeandfire.com/api/houses/195,House Hightower of the Hightower,The Reach,"Cendrée, a tower argent with a beacon on fire gules",We Light the Way,"['Lord of the Hightower', 'Lord of the Port', 'Voice of Oldtown', 'Defender of the Citadel', 'Beacon of the South', 'King of the High Tower (formerly)']","['The Hightower', 'Oldtown']",https://www.anapioficeandfire.com/api/characters/635,https://www.anapioficeandfire.com/api/characters/159,https://www.anapioficeandfire.com/api/houses/398,Age of Dawn,https://www.anapioficeandfire.com/api/characters/2062,,['Vigilance'],[],"['https://www.anapioficeandfire.com/api/characters/29', 'https://www.anapioficeandfire.com/api/characters/69', 'https://www.anapioficeandfire.com/api/characters/76', 'https://www.anapioficeandfire.com/api/characters/102', 'https://www.anapioficeandfire.com/api/characters/159', 'https://www.anapioficeandfire.com/api/characters/239', 'https://www.anapioficeandfire.com/api/characters/305', 'https://www.anapioficeandfire.com/api/characters/407', 'https://www.anapioficeandfire.com/api/characters/421', 'https://www.anapioficeandfire.com/api/characters/444', 'https://www.anapioficeandfire.com/api/characters/449', 'https://www.anapioficeandfire.com/api/characters/634', 'https://www.anapioficeandfire.com/api/characters/635', 'https://www.anapioficeandfire.com/api/characters/678', 'https://www.anapioficeandfire.com/api/characters/808', 'https://www.anapioficeandfire.com/api/characters/840', 'https://www.anapioficeandfire.com/api/characters/871', 'https://www.anapioficeandfire.com/api/characters/877', 'https://www.anapioficeandfire.com/api/characters/940']"
https://www.anapioficeandfire.com/api/houses/202,House Hornwood of Hornwood,The North,"Tenny, a bull moose trippant proper",Righteous in Wrath,['Lord of the Hornwood'],['Hornwood'],,,https://www.anapioficeandfire.com/api/houses/362,,,,[],[],"['https://www.anapioficeandfire.com/api/characters/189', 'https://www.anapioficeandfire.com/api/characters/293', 'https://www.anapioficeandfire.com/api/characters/317', 'https://www.anapioficeandfire.com/api/characters/463', 'https://www.anapioficeandfire.com/api/characters/617']"
https://www.anapioficeandfire.com/api/houses/213,House Jordayne of the Tor,Dorne,"Chequy light and dark green, a quill or.",Let it be Written,['Lord of the Tor'],['The Tor'],https://www.anapioficeandfire.com/api/characters/1035,https://www.anapioficeandfire.com/api/characters/776,https://www.anapioficeandfire.com/api/houses/285,,,,[],[],"['https://www.anapioficeandfire.com/api/characters/776', 'https://www.anapioficeandfire.com/api/characters/1035']"
https://www.anapioficeandfire.com/api/houses/215,House Karstark of Karhold,The North,"Sable, a sunburst argent",The Sun of Winter,['Lord of Karhold'],['Karhold'],https://www.anapioficeandfire.com/api/characters/476,https://www.anapioficeandfire.com/api/characters/96,https://www.anapioficeandfire.com/api/houses/34,One thousand years ago,https://www.anapioficeandfire.com/api/characters/603,,[],[],"['https://www.anapioficeandfire.com/api/characters/96', 'https://www.anapioficeandfire.com/api/characters/97', 'https://www.anapioficeandfire.com/api/characters/98', 'https://www.anapioficeandfire.com/api/characters/134', 'https://www.anapioficeandfire.com/api/characters/140', 'https://www.anapioficeandfire.com/api/characters/258', 'https://www.anapioficeandfire.com/api/characters/338', 'https://www.anapioficeandfire.com/api/characters/476', 'https://www.anapioficeandfire.com/api/characters/603', 'https://www.anapioficeandfire.com/api/characters/884', 'https://www.anapioficeandfire.com/api/characters/1033']"
https://www.anapioficeandfire.com/api/houses/229,House Lannister of Casterly Rock,The Westerlands,"A gold lion, on a crimson field(Gules, a lion or)",Hear Me Roar!,"['King of the Rock (formerly)', 'Lord of Casterly Rock', 'Shield of Lannisport', 'Warden of the West']",['Casterly Rock'],https://www.anapioficeandfire.com/api/characters/238,,https://www.anapioficeandfire.com/api/houses/16,Age of Heroes,https://www.anapioficeandfire.com/api/characters/615,,['Brightroar'],"['https://www.anapioficeandfire.com/api/houses/228', 'https://www.anapioficeandfire.com/api/houses/230', 'https://www.anapioficeandfire.com/api/houses/231', 'https://www.anapioficeandfire.com/api/houses/232', 'https://www.anapioficeandfire.com/api/houses/233']","['https://www.anapioficeandfire.com/api/characters/27', 'https://www.anapioficeandfire.com/api/characters/101', 'https://www.anapioficeandfire.com/api/characters/115', 'https://www.anapioficeandfire.com/api/characters/177', 'https://www.anapioficeandfire.com/api/characters/235', 'https://www.anapioficeandfire.com/api/characters/236', 'https://www.anapioficeandfire.com/api/characters/238', 'https://www.anapioficeandfire.com/api/characters/282', 'https://www.anapioficeandfire.com/api/characters/283', 'https://www.anapioficeandfire.com/api/characters/284', 'https://www.anapioficeandfire.com/api/characters/292', 'https://www.anapioficeandfire.com/api/characters/294', 'https://www.anapioficeandfire.com/api/characters/363', 'https://www.anapioficeandfire.com/api/characters/367', 'https://www.anapioficeandfire.com/api/characters/377', 'https://www.anapioficeandfire.com/api/characters/382', 'https://www.anapioficeandfire.com/api/characters/415', 'https://www.anapioficeandfire.com/api/characters/418', 'https://www.anapioficeandfire.com/api/characters/422', 'https://www.anapioficeandfire.com/api/characters/529', 'https://www.anapioficeandfire.com/api/characters/531', 'https://www.anapioficeandfire.com/api/characters/538', 'https://www.anapioficeandfire.com/api/characters/556', 'https://www.anapioficeandfire.com/api/characters/562', 'https://www.anapioficeandfire.com/api/characters/568', 'https://www.anapioficeandfire.com/api/characters/605', 'https://www.anapioficeandfire.com/api/characters/613', 'https://www.anapioficeandfire.com/api/characters/615', 'https://www.anapioficeandfire.com/api/characters/616', 'https://www.anapioficeandfire.com/api/characters/662', 'https://www.anapioficeandfire.com/api/characters/708', 'https://www.anapioficeandfire.com/api/characters/725', 'https://www.anapioficeandfire.com/api/characters/773', 'https://www.anapioficeandfire.com/api/characters/778', 'https://www.anapioficeandfire.com/api/characters/955', 'https://www.anapioficeandfire.com/api/characters/973', 'https://www.anapioficeandfire.com/api/characters/984', 'https://www.anapioficeandfire.com/api/characters/1025', 'https://www.anapioficeandfire.com/api/characters/1026', 'https://www.anapioficeandfire.com/api/characters/1044', 'https://www.anapioficeandfire.com/api/characters/1048', 'https://www.anapioficeandfire.com/api/characters/1049', 'https://www.anapioficeandfire.com/api/characters/1050', 'https://www.anapioficeandfire.com/api/characters/1051', 'https://www.anapioficeandfire.com/api/characters/1052', 'https://www.anapioficeandfire.com/api/characters/1057', 'https://www.anapioficeandfire.com/api/characters/1116', 'https://www.anapioficeandfire.com/api/characters/1207', 'https://www.anapioficeandfire.com/api/characters/1233', 'https://www.anapioficeandfire.com/api/characters/1251', 'https://www.anapioficeandfire.com/api/characters/1272', 'https://www.anapioficeandfire.com/api/characters/1275', 'https://www.anapioficeandfire.com/api/characters/1309', 'https://www.anapioficeandfire.com/api/characters/1338', 'https://www.anapioficeandfire.com/api/characters/1349', 'https://www.anapioficeandfire.com/api/characters/1430', 'https://www.anapioficeandfire.com/api/characters/1442', 'https://www.anapioficeandfire.com/api/characters/1483', 'https://www.anapioficeandfire.com/api/characters/1504', 'https://www.anapioficeandfire.com/api/characters/1550', 'https://www.anapioficeandfire.com/api/characters/1570', 'https://www.anapioficeandfire.com/api/characters/1573', 'https://www.anapioficeandfire.com/api/characters/1619', 'https://www.anapioficeandfire.com/api/characters/1647', 'https://www.anapioficeandfire.com/api/characters/1652', 'https://www.anapioficeandfire.com/api/characters/1665', 'https://www.anapioficeandfire.com/api/characters/1724', 'https://www.anapioficeandfire.com/api/characters/1822', 'https://www.anapioficeandfire.com/api/characters/1826', 'https://www.anapioficeandfire.com/api/characters/1848', 'https://www.anapioficeandfire.com/api/characters/1891', 'https://www.anapioficeandfire.com/api/characters/1892', 'https://www.anapioficeandfire.com/api/characters/1936', 'https://www.anapioficeandfire.com/api/characters/1945', 'https://www.anapioficeandfire.com/api/characters/1989', 'https://www.anapioficeandfire.com/api/characters/2029', 'https://www.anapioficeandfire.com/api/characters/2072', 'https://www.anapioficeandfire.com/api/characters/2085', 'https://www.anapioficeandfire.com/api/characters/2091']"
https://www.anapioficeandfire.com/api/houses/244,House Lonmouth,The Stormlands,"Quartered of six: red lips strewn on a yellow field, yellow skulls strewn on a black field(Quarterly of six, first, third and fifth, or, semé of lips gules, second, fourth and sixth, sable, semé of skulls of the first)",The Choice is Yours,[],[],,,https://www.anapioficeandfire.com/api/houses/17,,,,[],[],"['https://www.anapioficeandfire.com/api/characters/567', 'https://www.anapioficeandfire.com/api/characters/882']"
https://www.anapioficeandfire.com/api/houses/254,House Mallister of Seagard,The Riverlands,"A silver eagle, displayed, on an indigo field(Purpure, an eagle displayed argent)",Above the Rest,['Lord of Seagard'],['Seagard'],https://www.anapioficeandfire.com/api/characters/539,https://www.anapioficeandfire.com/api/characters/814,https://www.anapioficeandfire.com/api/houses/10,,,,[],[],"['https://www.anapioficeandfire.com/api/characters/303', 'https://www.anapioficeandfire.com/api/characters/539', 'https://www.anapioficeandfire.com/api/characters/544', 'https://www.anapioficeandfire.com/api/characters/596', 'https://www.anapioficeandfire.com/api/characters/675', 'https://www.anapioficeandfire.com/api/characters/814']"
https://www.anapioficeandfire.com/api/houses/258,House Marbrand of Ashemark,The Westerlands,"An orange burning tree, on a smoky field(Cendrée, a tree in flame tenné)",Burning bright,[],['Ashemark'],https://www.anapioficeandfire.com/api/characters/285,https://www.anapioficeandfire.com/api/characters/31,https://www.anapioficeandfire.com/api/houses/229,,,,[],[],"['https://www.anapioficeandfire.com/api/characters/31', 'https://www.anapioficeandfire.com/api/characters/285', 'https://www.anapioficeandfire.com/api/characters/292', 'https://www.anapioficeandfire.com/api/characters/556', 'https://www.anapioficeandfire.com/api/characters/646']"
https://www.anapioficeandfire.com/api/houses/264,House Merryweather of Longtable,The Reach,"White, a cornucopia Or spilling foods proper within a bordure Or",Behold Our Bounty,[],['Longtable'],https://www.anapioficeandfire.com/api/characters/796,https://www.anapioficeandfire.com/api/characters/943,https://www.anapioficeandfire.com/api/houses/398,,,,[],[],"['https://www.anapioficeandfire.com/api/characters/796', 'https://www.anapioficeandfire.com/api/characters/943', 'https://www.anapioficeandfire.com/api/characters/1006']"
https://www.anapioficeandfire.com/api/houses/269,House Mooton of Maidenpool,The Riverlands,"A red salmon within a gold tressure, on a white field(Argent, a salmon gules within a tressure or)",Wisdom and Strength,['Lord of Maidenpool'],['Maidenpool'],https://www.anapioficeandfire.com/api/characters/1118,,https://www.anapioficeandfire.com/api/houses/10,,,,[],[],"['https://www.anapioficeandfire.com/api/characters/359', 'https://www.anapioficeandfire.com/api/characters/771', 'https://www.anapioficeandfire.com/api/characters/1118']"
https://www.anapioficeandfire.com/api/houses/271,House Mormont of Bear Island,The North,"A wood vert, a bear sable",Here We Stand,['Lord of Bear Island'],['Bear Island'],https://www.anapioficeandfire.com/api/characters/692,https://www.anapioficeandfire.com/api/characters/99,https://www.anapioficeandfire.com/api/houses/362,,,,['Longclaw'],[],"['https://www.anapioficeandfire.com/api/characters/99', 'https://www.anapioficeandfire.com/api/characters/264', 'https://www.anapioficeandfire.com/api/characters/547', 'https://www.anapioficeandfire.com/api/characters/594', 'https://www.anapioficeandfire.com/api/characters/667', 'https://www.anapioficeandfire.com/api/characters/687', 'https://www.anapioficeandfire.com/api/characters/692', 'https://www.anapioficeandfire.com/api/characters/1560']"
